mutant_id,country_of_origin,unique_mutant_ability,mutant_ability_description,age_group,sex,gender_identity,spoken_languages,previous_occupation
2542,Egypt,Vibration Manipulation,Controlling vibrations.,35-49,Female,Female,Arabic,Manager
2543,Saudi Arabia,Tactile Telekinesis,Moving objects through touch.,18-34,Female,Female,Arabic,Police Officer
2544,China,Memory Manipulation,Altering and erasing memories.,35-49,Female,Female,English,Administrative Assistant
2545,Germany,Dimensional Travel,Moving between dimensions.,18-34,Female,Male,English,Mechanic
2546,China,Darkness Manipulation,Controlling and creating darkness.,50-64,Male,Female,Cantonese,Seismologist
2547,China,Biokinesis,Altering living organisms' biology.,35-49,Female,Female,Cantonese; Mandarin,Driver
2548,India,Ice Resistance,Immunity to cold and ice.,18-34,Male,Male,Bengali; Hindi,Architect
2549,Pakistan,Geokinesis,Controlling and manipulating earth/rock.,18-34,Male,Female,Punjabi,Firefighter
2550,India,Super Strength,Enhanced physical strength.,35-49,Male,Male,Bengali; Urdu,Teacher
2551,China,Flight,Ability to fly.,18-34,Male,Male,Mandarin,Factory Worker
2552,China,Emotion Control,Influencing and controlling emotions.,18-34,Male,Transgender Female,English,Office Clerk
2553,Nigeria,Super Speed,Enhanced speed and reflexes.,50-64,Male,Female,Igbo; Yoruba,Chiropractor
2554,UK,Ice Resistance,Immunity to cold and ice.,35-49,Male,Male,English,Plumber
2555,China,Alchemy,Transmuting matter.,65+,Male,Female,Cantonese,Janitor
2556,Pakistan,Illusions,Creating false perceptions.,18-34,Female,Female,Punjabi,Police Officer
2557,China,Pyrokinesis,Controlling and creating fire.,18-34,Male,Male,Mandarin,Perfumer
2558,Saudi Arabia,Fire Resistance,Immunity to fire.,18-34,Female,Female,English; Arabic,Photographer
2559,India,Power Negation,Cancelling out others' powers.,18-34,Female,Male,Bengali,Retail Sales Associate
2560,Saudi Arabia,Radiation Manipulation,Controlling and creating radiation.,0-17,Female,Female,Arabic,N/A
2561,South Africa,Geokinesis,Controlling and manipulating earth/rock.,0-17,Male,Non-binary,Zulu; English,N/A
2562,Vietnam,Flight,Ability to fly.,35-49,Female,Male,Vietnamese; English,Plumber
2563,Albania,Super Speed,Enhanced speed and reflexes.,0-17,Male,Male,English,N/A
2564,China,Substance Mimicry,Turning into any material.,35-49,Male,Male,English,Engineer
2565,India,Geokinesis,Controlling and manipulating earth/rock.,35-49,Male,Male,Hindi; Telugu; Urdu,Accountant
2566,Israel,Blood Manipulation,Controlling and using blood.,18-34,Female,Female,English,Customer Service Representative
2567,India,Regeneration,Ability to regrow lost limbs or organs.,50-64,Male,Male,Bengali,Accountant
2568,Tanzania,Gravity Control,Manipulating gravitational forces.,35-49,Female,Female,English,Retail Sales Associate
2569,China,Psionic Energy,Using psionic energy for various effects.,35-49,Female,Female,Cantonese,Nurse
2570,Romania,Ice Resistance,Immunity to cold and ice.,18-34,Male,Male,Romanian,Retail Sales Associate
2571,Bangladesh,Vitakinesis,Healing and altering life force.,18-34,Female,Female,Bengali; English,Salesperson
2572,Czech Republic,Invulnerability,Complete resistance to physical harm.,18-34,Female,Non-binary,English; Czech,Dentist
2573,Suriname,Technopathy,Controlling and communicating with machines.,50-64,Female,Transgender Female,English,Electrician
2574,Uganda,Enhanced Durability,Increased physical resilience.,18-34,Female,Female,English,Social Worker
2575,Indonesia,Seismic Manipulation,Creating and controlling earthquakes.,18-34,Female,Female,Indonesian,Plumber
2576,India,Chlorokinesis,Controlling plant life.,35-49,Female,Female,Urdu,Laborer
2577,Turkey,Ecokinesis,Controlling the ecosystem.,35-49,Female,Male,English,Manager
2578,Indonesia,Shadow Manipulation,Controlling and creating shadows.,18-34,Male,Female,English,Archaeologist
2579,USA,Electric Resistance,Immunity to electricity.,18-34,Male,Female,English,Construction Worker
2580,Peru,Seismic Manipulation,Creating and controlling earthquakes.,35-49,Female,Male,Quechua,Food Service Worker
2581,China,Atmospheric Manipulation,Controlling the atmosphere.,18-34,Female,Male,English; Mandarin,Food Service Worker
2582,India,Elemental Control,"Manipulating elements (fire, water, earth, air).",65+,Male,Female,Urdu; Bengali,Engineer
2583,China,Psionic Energy,Using psionic energy for various effects.,18-34,Female,Male,English,Speech Pathologist
2584,Indonesia,Plasma Manipulation,Controlling and creating plasma.,18-34,Male,Female,Indonesian,Architect
2585,Sweden,Ecokinesis,Controlling the ecosystem.,18-34,Male,Male,English,Food Service Worker
2586,India,Vibration Manipulation,Controlling vibrations.,35-49,Male,Female,Telugu,Farmer
2587,Egypt,Healing,Rapid recovery from injuries.,18-34,Male,Male,English,Carpenter
2588,USA,Biokinesis,Altering living organisms' biology.,35-49,Female,Female,Spanish; English,Administrative Assistant
2589,China,Reality Warping,Altering reality.,18-34,Male,Female,English,Food Service Worker
2590,UK,Plant Manipulation,Controlling plant life.,35-49,Male,Male,English,Nurse
2591,China,Elasticity,Stretching and reshaping the body.,18-34,Female,Male,Mandarin,Security Guard
2592,USA,Technopathy,Controlling and communicating with machines.,18-34,Male,Transgender Male,Spanish,Graphic Designer
2593,Sudan,Fire Resistance,Immunity to fire.,50-64,Male,Male,English; Arabic,Teacher
2594,Philippines,Shadow Manipulation,Controlling and creating shadows.,18-34,Female,Male,Filipino,Driver
2595,India,Acid Generation,Creating and controlling acid.,35-49,Male,Male,Telugu; Marathi,Kinesiology Researcher
2596,China,Plasma Manipulation,Controlling and creating plasma.,0-17,Female,Female,Cantonese; Mandarin,N/A
2597,Gabon,Substance Mimicry,Turning into any material.,50-64,Female,Male,English,Police Officer
2598,China,Lunar Manipulation,Controlling and using lunar energy.,18-34,Female,Male,English,Factory Worker
2599,China,Sonic Scream,Emitting powerful sonic waves.,18-34,Male,Non-binary,Mandarin,Cashier
2600,USA,Flight,Ability to fly.,35-49,Female,Male,English; Spanish,Salesperson
2601,China,Cyberpathy,Controlling and communicating with computers.,18-34,Male,Non-binary,Mandarin,Driver
2602,Israel,Sonic Scream,Emitting powerful sonic waves.,18-34,Female,Female,Hebrew,Food Service Worker
2603,China,Pressure Manipulation,Controlling pressure in the environment.,18-34,Male,Female,Cantonese; Mandarin,Hairdresser
2604,China,Chlorokinesis,Controlling plant life.,65+,Female,Female,English; Mandarin,Customer Service Representative
2605,India,Matter Ingestion,Consuming any form of matter.,50-64,Female,Female,Tamil,Farmer
2606,India,Spatial Manipulation,Altering space and dimensions.,18-34,Male,Female,Urdu,Construction Worker
2607,Syria,Solar Manipulation,Controlling and using solar energy.,35-49,Female,Male,Arabic,Pilot
2608,Colombia,Darkness Manipulation,Controlling and creating darkness.,35-49,Female,Female,Spanish,Retail Sales Associate
2609,China,Frequency Manipulation,"Controlling frequencies of sound, light, etc.",18-34,Female,Male,Mandarin,Truck Driver
2610,India,Energy Manipulation,"Creating, absorbing, and controlling energy.",18-34,Female,Female,English; Marathi,Administrative Assistant
2611,India,Invulnerability,Complete resistance to physical harm.,35-49,Male,Female,Telugu; English,Construction Worker
2612,China,Sound Manipulation,Controlling and creating sound.,35-49,Male,Female,Mandarin,Salesperson
2613,China,Flight,Ability to fly.,35-49,Male,Female,Mandarin; Cantonese,Manager
2614,Australia,Chlorokinesis,Controlling plant life.,18-34,Female,Male,English,Driver
2615,Nepal,Psionic Energy,Using psionic energy for various effects.,0-17,Male,Non-binary,English,N/A
2616,India,Memory Manipulation,Altering and erasing memories.,18-34,Male,Male,Hindi,Journalist
2617,Dominican Republic,Shadow Manipulation,Controlling and creating shadows.,18-34,Male,Female,English,Factory Worker
2618,China,Energy Projection,Emitting energy blasts.,0-17,Male,Male,Mandarin,N/A
2619,Uganda,Super Strength,Enhanced physical strength.,35-49,Male,Female,English,Farmer
2620,Pakistan,Vitakinesis,Healing and altering life force.,18-34,Male,Male,Urdu,Farmer
2621,China,Telekinesis,Moving objects with the mind.,35-49,Female,Male,Mandarin,Plumber
2622,Côte d'Ivoire,Omnilingualism,Understanding all languages.,0-17,Male,Female,English,N/A
2623,Philippines,Cyberpathy,Controlling and communicating with computers.,0-17,Female,Male,English; Filipino,N/A
2624,Taiwan,Telekinesis,Moving objects with the mind.,18-34,Male,Female,English,Software Developer
2625,Turkey,Bulletproof,Impervious to bullets.,18-34,Female,Female,Turkish,Toxicologist
2626,Somalia,Psionic Energy,Using psionic energy for various effects.,18-34,Male,Female,English,Electrician
2627,Japan,Energy Projection,Emitting energy blasts.,18-34,Male,Female,Japanese,Manager
2628,Thailand,Enhanced Durability,Increased physical resilience.,35-49,Male,Female,Thai,Construction Worker
2629,India,Chlorokinesis,Controlling plant life.,35-49,Male,Female,Telugu,Cashier
2630,Turkey,Magic,Using magical spells and abilities.,35-49,Male,Male,English; Turkish,Salesperson
2631,China,Enhanced Intellect,Superhuman intelligence.,0-17,Male,Male,English,N/A
2632,Morocco,Radiation Manipulation,Controlling and creating radiation.,0-17,Female,Male,Arabic; French,N/A
2633,India,Radiation Manipulation,Controlling and creating radiation.,18-34,Male,Female,Tamil; Urdu,Laborer
2634,USA,Radiation Manipulation,Controlling and creating radiation.,50-64,Male,Male,Spanish,Manager
2635,Bangladesh,Super Speed,Enhanced speed and reflexes.,35-49,Female,Male,Bengali,Archaeologist
2636,China,Solar Manipulation,Controlling and using solar energy.,0-17,Female,Non-binary,Cantonese,N/A
2637,Brazil,Aerokinesis,Controlling and creating air/wind.,35-49,Male,Male,Portuguese,Janitor
2638,Benin,Super Speed,Enhanced speed and reflexes.,18-34,Female,Transgender Female,English,Nurse
2639,Pakistan,Psionic Constructs,Creating physical objects with the mind.,0-17,Male,Transgender Female,Punjabi; English; Urdu,N/A
2640,China,Atmospheric Manipulation,Controlling the atmosphere.,18-34,Female,Female,Cantonese; Mandarin,Office Clerk
2641,Niger,Matter Ingestion,Consuming any form of matter.,0-17,Male,Male,English,N/A
2642,South Korea,Poison Resistance,Immunity to toxins and poisons.,35-49,Female,Female,English,Food Service Worker
2643,China,Psionic Constructs,Creating physical objects with the mind.,0-17,Male,Female,English,N/A
2644,India,Cryokinesis,Controlling and creating ice.,35-49,Male,Male,Telugu,Waiter/Waitress
2645,China,Super Speed,Enhanced speed and reflexes.,35-49,Female,Male,Cantonese,Construction Worker
2646,Bangladesh,Sound Manipulation,Controlling and creating sound.,18-34,Female,Female,Bengali,Construction Worker
2647,Indonesia,Dream Manipulation,Controlling and entering dreams.,18-34,Female,Female,English,Truck Driver
2648,Myanmar,Plasma Manipulation,Controlling and creating plasma.,18-34,Male,Male,Burmese,Administrative Assistant
2649,China,Radiation Manipulation,Controlling and creating radiation.,35-49,Male,Male,Mandarin; Cantonese,Software Developer
2650,Thailand,Matter Ingestion,Consuming any form of matter.,35-49,Female,Male,English,Retail Sales Associate
2651,India,Acid Generation,Creating and controlling acid.,18-34,Female,Female,Urdu,Cashier
2652,Brazil,Telekinesis,Moving objects with the mind.,50-64,Male,Non-binary,Portuguese,Manager
2653,Turkey,Super Speed,Enhanced speed and reflexes.,18-34,Female,Female,English,Nurse
2654,Madagascar,Precognition,Seeing the future.,50-64,Female,Male,English,Journalist
2655,Bangladesh,Animal Communication,Talking to and controlling animals.,18-34,Male,Female,English,Cashier
2656,Indonesia,Psionic Energy,Using psionic energy for various effects.,35-49,Female,Male,English,Waiter/Waitress
2657,India,Super Speed,Enhanced speed and reflexes.,35-49,Male,Female,Marathi,Accountant
2658,India,Adoptive Muscle Memory,Learning physical tasks instantly.,50-64,Male,Male,Marathi,Retail Sales Associate
2659,China,Ice Resistance,Immunity to cold and ice.,0-17,Female,Female,English,N/A
2660,Uganda,Super Strength,Enhanced physical strength.,35-49,Male,Transgender Female,English,Janitor
2661,Algeria,Plasma Manipulation,Controlling and creating plasma.,35-49,Male,Male,Arabic,Hairdresser
2662,Tajikistan,Matter Ingestion,Consuming any form of matter.,35-49,Female,Female,Tajik,Mechanic
2663,Rwanda,Enhanced Durability,Increased physical resilience.,35-49,Female,Male,English,Anthropologist
2664,Russia,Healing,Rapid recovery from injuries.,35-49,Female,Male,English,Software Developer
2665,Finland,Blood Manipulation,Controlling and using blood.,35-49,Male,Female,Finnish,Janitor
2666,Thailand,Telekinesis,Moving objects with the mind.,0-17,Male,Male,English; Thai,N/A
2667,India,Ecokinesis,Controlling the ecosystem.,18-34,Male,Transgender Female,Bengali,Salesperson
2668,Guinea-Bissau,Poison Resistance,Immunity to toxins and poisons.,35-49,Female,Female,English,Farmer
2669,Iran,Hydrokinesis,Controlling and creating water.,35-49,Female,Male,Persian,Administrative Assistant
2670,Bangladesh,Pressure Manipulation,Controlling pressure in the environment.,35-49,Male,Female,Bengali,Cashier
2671,China,Electric Resistance,Immunity to electricity.,18-34,Female,Female,Mandarin,Manager
2672,China,Toxikinesis,Creating and controlling toxins and poisons.,0-17,Female,Female,Mandarin,N/A
2673,Colombia,Telempathy,Sensing and manipulating emotions.,18-34,Female,Male,Spanish,Hairdresser
2674,India,Enhanced Intellect,Superhuman intelligence.,35-49,Male,Female,Telugu,Ethnobotanist
2675,Belgium,Biokinesis,Altering living organisms' biology.,65+,Female,Female,French; Dutch,Graphic Designer
2676,Mali,Enhanced Agility,Superhuman agility and reflexes.,18-34,Female,Female,English,Truck Driver
2677,USA,Energy Manipulation,"Creating, absorbing, and controlling energy.",18-34,Male,Male,English; Spanish,Laborer
2678,India,Regeneration,Ability to regrow lost limbs or organs.,0-17,Female,Male,Marathi,N/A
2679,Bangladesh,Retrocognition,Seeing past events.,0-17,Male,Transgender Female,Bengali,N/A
2680,USA,Animal Transformation,Changing into animals.,50-64,Male,Female,Spanish,Teacher
2681,Iraq,Chlorokinesis,Controlling plant life.,18-34,Female,Female,Arabic; Kurdish,Mechanic
2682,South Africa,Enhanced Senses,Heightened sensory perception.,18-34,Female,Female,Zulu,Food Service Worker
2683,Congo,Light Manipulation,Controlling and creating light.,35-49,Female,Male,English,Food Service Worker
2684,Pakistan,Light Manipulation,Controlling and creating light.,35-49,Female,Male,Urdu,Cashier
2685,India,Explosion Manipulation,Creating and controlling explosions.,18-34,Female,Female,Hindi; English,Retail Sales Associate
2686,Morocco,Solar Manipulation,Controlling and using solar energy.,0-17,Female,Female,French; Arabic,N/A
2687,Nigeria,Ice Resistance,Immunity to cold and ice.,35-49,Female,Male,English; Hausa,Nurse
2688,Indonesia,Tactile Telekinesis,Moving objects through touch.,50-64,Male,Male,Indonesian,Retail Sales Associate
2689,Egypt,Dream Manipulation,Controlling and entering dreams.,0-17,Female,Female,English,N/A
2690,China,Vibration Manipulation,Controlling vibrations.,35-49,Female,Non-binary,English; Cantonese,Physical Therapist
2691,China,Pressure Manipulation,Controlling pressure in the environment.,18-34,Male,Female,Mandarin; English,Farmer
2692,India,Size Alteration,Changing physical size.,35-49,Female,Male,English; Tamil,Construction Worker
2693,India,Flight,Ability to fly.,18-34,Male,Female,Tamil; Bengali,Epidemiologist
2694,India,Shadow Manipulation,Controlling and creating shadows.,35-49,Female,Female,Telugu,Factory Worker
2695,Romania,Acid Generation,Creating and controlling acid.,35-49,Female,Male,English; Romanian,Farmer
2696,China,Sound Manipulation,Controlling and creating sound.,35-49,Female,Female,Cantonese,Farmer
2697,China,Dimensional Travel,Moving between dimensions.,65+,Male,Female,Mandarin,Biomedical Engineer
2698,South Africa,Illusions,Creating false perceptions.,18-34,Female,Female,Xhosa; Afrikaans,Cashier
2699,Cambodia,Memory Manipulation,Altering and erasing memories.,18-34,Female,Male,English,Factory Worker
2700,Indonesia,Time Manipulation,Altering the flow of time.,18-34,Female,Female,English,Farmer
2701,Japan,Poison Resistance,Immunity to toxins and poisons.,18-34,Male,Female,Japanese,Astronomer
2702,Japan,Density Control,Altering one's density.,18-34,Male,Female,English,Hippotherapist
2703,USA,Toxikinesis,Creating and controlling toxins and poisons.,18-34,Female,Male,Spanish; English,Teacher
2704,Sweden,Frequency Manipulation,"Controlling frequencies of sound, light, etc.",35-49,Male,Female,English; Swedish,Office Clerk
2705,Indonesia,Pyrokinesis,Controlling and creating fire.,35-49,Female,Female,English,Software Developer
2706,Serbia,Healing,Rapid recovery from injuries.,35-49,Male,Male,English; Serbian,Janitor
2707,India,Healing,Rapid recovery from injuries.,18-34,Female,Female,English,Manager
2708,Tunisia,Elemental Control,"Manipulating elements (fire, water, earth, air).",50-64,Male,Male,Arabic; French,Laborer
2709,China,Elemental Control,"Manipulating elements (fire, water, earth, air).",35-49,Male,Female,English,Food Service Worker
2710,Tanzania,Tactile Telekinesis,Moving objects through touch.,50-64,Male,Female,English,Pharmacist
2711,Pakistan,Plasma Manipulation,Controlling and creating plasma.,0-17,Male,Female,Punjabi; Urdu,N/A
2712,Uganda,Retrocognition,Seeing past events.,35-49,Male,Non-binary,English,Laborer
2713,Nicaragua,Dream Manipulation,Controlling and entering dreams.,18-34,Female,Female,Spanish,Retail Sales Associate
2714,Palau,Enhanced Intellect,Superhuman intelligence.,18-34,Female,Male,English,Physical Therapist
2715,Pakistan,Enhanced Intellect,Superhuman intelligence.,0-17,Female,Male,Punjabi,N/A
2716,Nigeria,Animal Communication,Talking to and controlling animals.,0-17,Female,Female,Hausa,N/A
2717,Japan,Enhanced Agility,Superhuman agility and reflexes.,0-17,Male,Male,English,N/A
2718,Thailand,Sonic Scream,Emitting powerful sonic waves.,18-34,Female,Female,English,Geologist
2719,Nepal,Electric Resistance,Immunity to electricity.,18-34,Male,Female,English,Retail Sales Associate
2720,Pakistan,Super Strength,Enhanced physical strength.,18-34,Female,Transgender Male,Urdu,Waiter/Waitress
2721,Nigeria,Substance Mimicry,Turning into any material.,18-34,Male,Transgender Female,Hausa,Janitor
2722,India,Spatial Manipulation,Altering space and dimensions.,18-34,Male,Female,Hindi; Urdu,Journalist
2723,China,Pressure Manipulation,Controlling pressure in the environment.,35-49,Female,Female,English; Cantonese,Driver
2724,India,Mind Control,Influencing others' actions and thoughts.,50-64,Male,Transgender Male,English,Social Worker
2725,Côte d'Ivoire,Aerokinesis,Controlling and creating air/wind.,0-17,Male,Female,English,N/A
2726,India,Biokinesis,Altering living organisms' biology.,0-17,Female,Female,Bengali,N/A
2727,India,Illusions,Creating false perceptions.,18-34,Male,Female,Tamil,Real Estate Agent
2728,Sierra Leone,Technopathy,Controlling and communicating with machines.,0-17,Male,Male,English,N/A
2729,Argentina,Umbrakinesis,Controlling and creating shadows.,65+,Male,Male,Spanish,Pilot
2730,India,Density Control,Altering one's density.,35-49,Female,Gender Fluid,Urdu,Driver
2731,Colombia,Temperature Manipulation,Controlling and altering temperature.,35-49,Male,Female,Spanish,Laborer
2732,India,Matter Ingestion,Consuming any form of matter.,65+,Female,Female,Telugu; English,Police Officer
2733,Indonesia,Electric Resistance,Immunity to electricity.,18-34,Male,Male,Indonesian,Pilot
2734,Uganda,Elemental Control,"Manipulating elements (fire, water, earth, air).",35-49,Male,Female,English,Accountant
2735,Russia,Bulletproof,Impervious to bullets.,18-34,Female,Male,Russian,Teacher
2736,Nigeria,Elasticity,Stretching and reshaping the body.,0-17,Female,Male,Yoruba,N/A
2737,Lebanon,Super Speed,Enhanced speed and reflexes.,18-34,Male,Female,Arabic,Janitor
2738,Haiti,Explosion Manipulation,Creating and controlling explosions.,18-34,Female,Female,English,Teacher
2739,Bangladesh,Temperature Manipulation,Controlling and altering temperature.,18-34,Male,Female,English; Bengali,Anthropologist
2740,Japan,Super Speed,Enhanced speed and reflexes.,35-49,Female,Female,Japanese,Nurse
2741,China,Dimensional Travel,Moving between dimensions.,0-17,Female,Male,English; Mandarin,N/A
2742,Japan,Telekinesis,Moving objects with the mind.,65+,Female,Gender Fluid,English; Japanese,Toxicologist
2743,India,Omniscience,Knowing everything.,18-34,Male,Male,Hindi,Cashier
2744,China,Seismic Manipulation,Creating and controlling earthquakes.,0-17,Male,Male,Mandarin,N/A
2745,Indonesia,Enhanced Durability,Increased physical resilience.,35-49,Male,Male,English,Janitor
2746,China,Ecokinesis,Controlling the ecosystem.,18-34,Male,Male,Mandarin,Police Officer
2747,Turkey,Psionic Constructs,Creating physical objects with the mind.,35-49,Male,Female,Turkish,Customer Service Representative
2748,Japan,Enhanced Intellect,Superhuman intelligence.,50-64,Female,Non-binary,Japanese,Mechanic
2749,Algeria,Cyberpathy,Controlling and communicating with computers.,65+,Male,Female,French,Electrician
2750,China,Enhanced Durability,Increased physical resilience.,18-34,Female,Female,Cantonese,Truck Driver
2751,China,Mind Control,Influencing others' actions and thoughts.,35-49,Male,Male,Mandarin,Veterinarian
2752,Mexico,Summoning,Calling forth beings or objects.,35-49,Male,Male,Spanish,Pharmacist
2753,China,Acid Generation,Creating and controlling acid.,35-49,Male,Female,Mandarin,Volcanologist
2754,China,Aerokinesis,Controlling and creating air/wind.,18-34,Male,Male,Cantonese; English,Carpenter
2755,USA,Shape-shifting,Changing physical form.,18-34,Male,Female,Spanish,Truck Driver
2756,Russia,Animal Communication,Talking to and controlling animals.,18-34,Female,Female,English,Journalist
2757,Mexico,Molecular Manipulation,Changing the molecular structure of objects.,0-17,Male,Female,Spanish,N/A
2758,China,Lunar Manipulation,Controlling and using lunar energy.,35-49,Female,Male,English; Cantonese; Mandarin,Laborer
2759,China,Invisibility,Becoming unseen.,18-34,Female,Male,Mandarin; English; Cantonese,Food Service Worker
2760,Kenya,Seismic Manipulation,Creating and controlling earthquakes.,65+,Male,Transgender Male,English,Office Clerk
2761,China,Frequency Manipulation,"Controlling frequencies of sound, light, etc.",35-49,Male,Male,Mandarin,Retail Sales Associate
2762,Italy,Biokinesis,Altering living organisms' biology.,35-49,Female,Female,Italian,Salesperson
2763,South Africa,Fire Resistance,Immunity to fire.,18-34,Female,Female,English,Construction Worker
2764,China,Atmospheric Manipulation,Controlling the atmosphere.,0-17,Male,Female,Cantonese,N/A
2765,Algeria,Gravity Control,Manipulating gravitational forces.,0-17,Female,Male,Arabic,N/A
2766,Tajikistan,Bone Manipulation,Controlling and using bones.,0-17,Female,Female,Russian,N/A
2767,China,Energy Manipulation,"Creating, absorbing, and controlling energy.",18-34,Male,Male,English; Cantonese,Administrative Assistant
2768,Pakistan,Cryokinesis,Controlling and creating ice.,18-34,Male,Female,Punjabi,Pilot
2769,Kenya,Fire Resistance,Immunity to fire.,18-34,Male,Transgender Female,English,Manager
2770,USA,Gravity Control,Manipulating gravitational forces.,35-49,Female,Female,Spanish,Teacher
2771,UK,Frequency Manipulation,"Controlling frequencies of sound, light, etc.",0-17,Male,Female,English,N/A
2772,Brazil,Bulletproof,Impervious to bullets.,35-49,Female,Male,Portuguese,Photographer
2773,China,Technopathy,Controlling and communicating with machines.,35-49,Female,Female,Mandarin,Security Guard
2774,Chad,Healing,Rapid recovery from injuries.,18-34,Female,Female,English,Police Officer
2775,Bangladesh,Poison Resistance,Immunity to toxins and poisons.,18-34,Male,Female,English,Mechanic
2776,Ghana,Toxikinesis,Creating and controlling toxins and poisons.,18-34,Male,Female,English,Cashier
2777,China,Healing,Rapid recovery from injuries.,35-49,Male,Non-binary,English,Customer Service Representative
2778,Poland,Lunar Manipulation,Controlling and using lunar energy.,18-34,Male,Male,English,Manager
2779,Nigeria,Fire Resistance,Immunity to fire.,0-17,Female,Female,Igbo; Hausa,N/A
2780,USA,Umbrakinesis,Controlling and creating shadows.,18-34,Female,Male,English,Firefighter
2781,Belgium,Precognition,Seeing the future.,18-34,Male,Female,French,Salesperson
2782,Belarus,Atmospheric Manipulation,Controlling the atmosphere.,18-34,Female,Male,Belarusian,Statistician
2783,China,Frequency Manipulation,"Controlling frequencies of sound, light, etc.",18-34,Female,Transgender Male,English,Salesperson
2784,Indonesia,Ice Resistance,Immunity to cold and ice.,0-17,Male,Non-binary,English; Indonesian,N/A
2785,Thailand,Explosion Manipulation,Creating and controlling explosions.,18-34,Male,Male,English,Mechanic
2786,India,Super Speed,Enhanced speed and reflexes.,35-49,Male,Female,English,Customer Service Representative
2787,China,Blood Manipulation,Controlling and using blood.,35-49,Female,Transgender Male,English; Cantonese,Administrative Assistant
2788,Greece,Enhanced Intellect,Superhuman intelligence.,18-34,Female,Male,Greek; English,Food Service Worker
2789,China,Technopathy,Controlling and communicating with machines.,35-49,Male,Female,English,Manager
2790,India,Toxikinesis,Creating and controlling toxins and poisons.,65+,Female,Male,Telugu,Cashier
2791,Russia,Invisibility,Becoming unseen.,50-64,Female,Male,English,Engineer
2792,China,Enhanced Durability,Increased physical resilience.,18-34,Female,Male,English,Lawyer
2793,Yemen,Darkness Manipulation,Controlling and creating darkness.,18-34,Male,Male,Arabic,Truck Driver
2794,China,Ice Resistance,Immunity to cold and ice.,0-17,Female,Female,English,N/A
2795,USA,Solar Manipulation,Controlling and using solar energy.,50-64,Female,Male,English; Spanish,Cashier
2796,China,Pressure Manipulation,Controlling pressure in the environment.,18-34,Male,Female,English,Truck Driver
2797,Brazil,Elemental Control,"Manipulating elements (fire, water, earth, air).",50-64,Female,Male,Portuguese,Pharmacist
2798,Iran,Electric Resistance,Immunity to electricity.,18-34,Female,Female,Persian,Teacher
2799,Ghana,Photokinesis,Controlling and creating light.,18-34,Female,Male,English,Hairdresser
2800,Spain,Telekinesis,Moving objects with the mind.,18-34,Male,Female,Catalan,Physical Therapist
2801,China,Animal Transformation,Changing into animals.,35-49,Male,Male,Cantonese,Firefighter
2802,Bangladesh,Enhanced Durability,Increased physical resilience.,35-49,Female,Female,English,Plumber
2803,India,Super Speed,Enhanced speed and reflexes.,18-34,Female,Male,Hindi,Customer Service Representative
2804,Cambodia,Regeneration,Ability to regrow lost limbs or organs.,0-17,Male,Female,English; Khmer,N/A
2805,India,Flight,Ability to fly.,35-49,Female,Female,Marathi,Cashier
2806,USA,Omnilingualism,Understanding all languages.,35-49,Male,Male,Spanish; English,Physical Therapist
2807,China,Bone Manipulation,Controlling and using bones.,18-34,Female,Female,Cantonese,Factory Worker
2808,Venezuela,Geokinesis,Controlling and manipulating earth/rock.,18-34,Male,Male,Spanish,Salesperson
2809,USA,Technopathy,Controlling and communicating with machines.,0-17,Male,Transgender Male,Spanish; English,N/A
2810,Philippines,Emotion Control,Influencing and controlling emotions.,65+,Male,Male,English,Customer Service Representative
2811,Mexico,Adoptive Muscle Memory,Learning physical tasks instantly.,18-34,Female,Female,Spanish,Nurse
2812,India,Substance Mimicry,Turning into any material.,18-34,Female,Female,Telugu,Nanotechnologist
2813,India,Elemental Control,"Manipulating elements (fire, water, earth, air).",18-34,Female,Female,Urdu; Tamil,Truck Driver
2814,Niger,Regeneration,Ability to regrow lost limbs or organs.,35-49,Female,Female,English,Mechanic
2815,India,Blood Manipulation,Controlling and using blood.,18-34,Female,Female,Hindi,Farmer
2816,India,Size Alteration,Changing physical size.,35-49,Female,Female,Tamil,Graphic Designer
2817,Ukraine,Blood Manipulation,Controlling and using blood.,18-34,Female,Female,Ukrainian,Office Clerk
2818,Kazakhstan,Acid Generation,Creating and controlling acid.,35-49,Male,Female,Kazakh,Retail Sales Associate
2819,India,Memory Manipulation,Altering and erasing memories.,35-49,Female,Male,Telugu,Lawyer
2820,Myanmar,Vibration Manipulation,Controlling vibrations.,35-49,Female,Female,Burmese,Construction Worker
2821,USA,Invisibility,Becoming unseen.,18-34,Female,Female,English,Financial Analyst
2822,Belarus,Spatial Manipulation,Altering space and dimensions.,35-49,Female,Female,Belarusian,Janitor
2823,Uganda,Alchemy,Transmuting matter.,35-49,Male,Non-binary,English,Firefighter
2824,China,Geokinesis,Controlling and manipulating earth/rock.,0-17,Female,Male,Cantonese,N/A
2825,China,Explosion Manipulation,Creating and controlling explosions.,0-17,Male,Female,Cantonese,N/A
2826,Vietnam,Substance Mimicry,Turning into any material.,0-17,Female,Male,Vietnamese,N/A
2827,China,Lunar Manipulation,Controlling and using lunar energy.,35-49,Male,Female,Mandarin,Photographer
2828,China,Bulletproof,Impervious to bullets.,18-34,Female,Male,English; Mandarin,Food Service Worker
2829,Indonesia,Size Alteration,Changing physical size.,65+,Female,Male,English; Indonesian,Statistician
